"Gene","logFC","t_statistic","P.Value","FDR","SYMBOL","GENENAME"
"ENSG00000178965",-0.133646488154772,-0.631097195452576,0.529240271127484,0.595249162785811,"ERICH3","glutamate rich 3"
"ENSG00000259553",0.135167017072039,0.630662115139275,0.529523752306698,0.59549689248126,NA,NA
"ENSG00000286388",0.0808128922350879,0.630684474127995,0.529509182164662,0.59549689248126,NA,NA
"ENSG00000256128",-0.10122776953335,-0.630569590681535,0.529584047680558,0.595529148173732,"LINC00944","long intergenic non-protein coding RNA 944"
"ENSG00000080298",-0.0460725553396318,-0.630407195835257,0.529689884011137,0.595612608786594,"RFX3","regulatory factor X3"
"ENSG00000157483",-0.0806329298284967,-0.630195701419905,0.529827735952382,0.595732057411423,"MYO1E","myosin IE"
"ENSG00000177888",-0.0822187867645245,-0.629808544057823,0.53008013275671,0.595960028508791,"ZBTB41","zinc finger and BTB domain containing 41"
"ENSG00000273812",0.0768933853795403,0.629787644684686,0.530093759299995,0.595960028508791,NA,NA
"ENSG00000206199",0.0994391133680487,0.629124805626711,0.530526028708668,0.596339240337364,"ANKUB1","ankyrin repeat and ubiquitin domain containing 1"
"ENSG00000169032",0.0545726861146838,0.629150477945778,0.530509283172961,0.596339240337364,"MAP2K1","mitogen-activated protein kinase kinase 1"
"ENSG00000280433",-0.0531536142720119,-0.629132801246392,0.530520813298133,0.596339240337364,"LOC102724200","trafficking protein particle complex subunit 10-like"
"ENSG00000285773",0.136366355868884,0.628902646027402,0.530670950288578,0.596466549017674,NA,NA
"ENSG00000203872",0.094279260385941,0.627880829763474,0.531337774720067,0.597180418839963,"C6orf163","chromosome 6 open reading frame 163"
"ENSG00000139626",0.0854513991693445,0.627767880937899,0.531411510115759,0.597192031710354,"ITGB7","integrin subunit beta 7"
"ENSG00000124091",0.0841077042222723,0.627801970429121,0.531389255217008,0.597192031710354,"GCNT7","glucosaminyl (N-acetyl) transferase family member 7"
"ENSG00000239779",0.0452978452062616,0.627639260682133,0.531495482555016,0.597250769528239,"WBP1","WW domain binding protein 1"
"ENSG00000104432",-0.0949698781142955,-0.627535598009108,0.531563165871234,0.597286076171535,"IL7","interleukin 7"
"ENSG00000254536",0.0899277997546143,0.627494018818737,0.53159031495339,0.597286076171535,NA,NA
"ENSG00000253882",-0.0890532520686294,-0.626629805453429,0.532154763201414,0.597884620336866,NA,NA
"ENSG00000213420",-0.102269309734932,-0.626265639978114,0.532392704591825,0.59807718430795,"GPC2","glypican 2"
"ENSG00000213949",-0.0738979964371232,-0.626304611508928,0.53236723844976,0.59807718430795,"ITGA1","integrin subunit alpha 1"
"ENSG00000196865",-0.0625088627380436,-0.626221723888877,0.53242140252916,0.59807718430795,"NHLRC2","NHL repeat containing 2"
"ENSG00000169727",0.0476281352466063,0.625621791107369,0.532813521280786,0.598481969702907,"GPS1","G protein pathway suppressor 1"
"ENSG00000248643",0.0911128639780189,0.624981203773803,0.533232375394917,0.598916735493051,"RBM14-RBM4","RBM14-RBM4 readthrough"
"ENSG00000197409",-0.146854131828184,-0.624666263728198,0.533438363770661,0.599112376838474,"H3C4","H3 clustered histone 4"
"ENSG00000120129",-0.113628421406124,-0.624369453599647,0.533632531462399,0.599294719666667,"DUSP1","dual specificity phosphatase 1"
"ENSG00000076248",-0.0767099466805318,-0.62415797417034,0.533770899462802,0.599414378782729,"UNG","uracil DNA glycosylase"
"ENSG00000147437",-0.0835512958540921,-0.623858321754254,0.53396698924378,0.599598840210678,"GNRH1","gonadotropin releasing hormone 1"
"ENSG00000176927",-0.0951891648372641,-0.623762746447107,0.534029540597404,0.599633336459075,"EFCAB5","EF-hand calcium binding domain 5"
"ENSG00000283149",-0.135473773513872,-0.623257262683305,0.53436042786176,0.599969110743822,NA,NA
"ENSG00000275464",-0.0672707584401167,-0.623206758191601,0.534393493621913,0.599970476956291,"LOC102724159","periodic tryptophan protein 2 homolog"
"ENSG00000273611",-0.040840082436074,-0.622919622321578,0.534581504027926,0.600145790993925,"ZNHIT3","zinc finger HIT-type containing 3"
"ENSG00000175040",-0.0749246541105594,-0.622792700576323,0.53466462043945,0.600203332330514,"CHST2","carbohydrate sulfotransferase 2"
"ENSG00000104957",0.034054019088933,0.622033607201474,0.53516186080584,0.600725726007652,"YJU2B","YJU2 splicing factor homolog B"
"ENSG00000221914",-0.0401121787469645,-0.621864847257905,0.53527243825913,0.600814049450366,"PPP2R2A","protein phosphatase 2 regulatory subunit Balpha"
"ENSG00000230155",0.0916302106406999,0.621774767904868,0.535331466197036,0.600844504302894,NA,NA
"ENSG00000115548",0.0469958615869362,0.621675580038036,0.535396466681691,0.600881658585028,"KDM3A","lysine demethylase 3A"
"ENSG00000171105",0.0612897471532355,0.620767754775943,0.535991576240616,0.601513720554076,"INSR","insulin receptor"
"ENSG00000181904",0.0540728268196556,0.620694772585977,0.536039433136768,0.601531592388779,"C5orf24","chromosome 5 open reading frame 24"
"ENSG00000164687",-0.0532509782555043,-0.620492821610168,0.536171870597743,0.601644370879216,"FABP5","fatty acid binding protein 5"
"ENSG00000139211",-0.0755555771951909,-0.620277616949017,0.536313018059387,0.601766908940541,"AMIGO2","adhesion molecule with Ig like domain 2"
"ENSG00000158553",0.125831120260988,0.619987973120948,0.536503018251293,0.601944244063005,"POM121L2","POM121 transmembrane nucleoporin like 2"
"ENSG00000176485",-0.0665875264187995,-0.618931158838893,0.537196556815124,0.602686483073272,"PLAAT3","phospholipase A and acyltransferase 3"
"ENSG00000156110",0.053412068493469,0.618437841566907,0.537520454451875,0.603013954321368,"ADK","adenosine kinase"
"ENSG00000072571",-0.0894779752849272,-0.617588785179861,0.538078152601548,0.603603658590363,"HMMR","hyaluronan mediated motility receptor"
"ENSG00000102753",0.0648090195414398,0.617502540892333,0.538134818158934,0.603631279294867,"KPNA3","karyopherin subunit alpha 3"
"ENSG00000141505",0.100922241274811,0.617062403822009,0.538424051081611,0.603919754348044,"ASGR1","asialoglycoprotein receptor 1"
"ENSG00000089006",0.0485751191794434,0.616772658067278,0.538614498546249,0.60409739959599,"SNX5","sorting nexin 5"
"ENSG00000183793",0.104992262540632,0.615522666821802,0.539436499503751,0.604983317119228,"NPIPA5","nuclear pore complex interacting protein family member A5"
"ENSG00000275074",-0.0767414110934702,-0.61508103174057,0.539727073224597,0.605273163793604,"NUDT18","nudix hydrolase 18"
"ENSG00000164403",-0.111679254004493,-0.614943500130218,0.539817578331535,0.605338623763882,"SHROOM1","shroom family member 1"
"ENSG00000138279",-0.0702788285408693,-0.614645842683111,0.540013483427854,0.605522261953209,"ANXA7","annexin A7"
"ENSG00000185272",-0.0962937605604188,-0.614089019195016,0.540380057024119,0.605897239106026,"RBM11","RNA binding motif protein 11"
"ENSG00000074582",-0.0772898616718501,-0.612904450913277,0.541160313060273,0.606735982468124,"BCS1L","BCS1 ubiquinol-cytochrome c reductase complex chaperone"
"ENSG00000152942",-0.07192183316909,-0.612782151588908,0.54124090211601,0.606790222821008,"RAD17","RAD17 checkpoint clamp loader component"
"ENSG00000076554",-0.0798526959349498,-0.612461276794414,0.541452371207559,0.606991178815043,"TPD52","tumor protein D52"
"ENSG00000117448",0.0578441384360767,0.612240983278648,0.541597577480783,0.607117831870455,"AKR1A1","aldo-keto reductase family 1 member A1"
"ENSG00000160602",0.0571916051866511,0.612018803808102,0.541744046825752,0.607237813348092,"NEK8","NIMA related kinase 8"
"ENSG00000129933",-0.0488914105714202,-0.611980834012947,0.541769079994765,0.607237813348092,"MAU2","MAU2 sister chromatid cohesion factor"
"ENSG00000130818",0.0474626911522717,0.611885094474436,0.541832202869962,0.607272432036193,"ZNF426","zinc finger protein 426"
"ENSG00000253438",0.0963922259439888,0.611625928768788,0.542003094339869,0.607427823854748,"PCAT1","prostate cancer associated transcript 1"
"ENSG00000228140",-0.0708374279504119,-0.611282597875953,0.542229525498896,0.607645437319941,"LOC124903852","uncharacterized LOC124903852"
"ENSG00000020426",0.0823613777637215,0.610585917867245,0.542689141813961,0.608088154502225,"MNAT1","MNAT1 component of CDK activating kinase"
"ENSG00000138085",-0.0572703767553924,-0.610633224969021,0.542657925973508,0.608088154502225,"ATRAID","all-trans retinoic acid induced differentiation factor"
"ENSG00000153317",0.0601572607565416,0.60974460169306,0.543244440119401,0.608674166595448,"ASAP1","ArfGAP with SH3 domain, ankyrin repeat and PH domain 1"
"ENSG00000166257",-0.111523359328784,-0.609092022128833,0.543675362928946,0.609120761678095,"SCN3B","sodium voltage-gated channel beta subunit 3"
"ENSG00000253200",0.0606957568718798,0.608759751474303,0.543894839919245,0.6093304189354,NA,NA
"ENSG00000144597",0.0620749424690918,0.607973051915857,0.544414661868488,0.609856547822179,"EAF1","ELL associated factor 1"
"ENSG00000122203",0.0509645199804372,0.607951031615406,0.544429215666503,0.609856547822179,"KIAA1191","KIAA1191"
"ENSG00000128059",-0.0829598865567815,-0.607883837898776,0.544473626979056,0.609870031218424,"PPAT","phosphoribosyl pyrophosphate amidotransferase"
"ENSG00000259379",0.0975268344648493,0.607800213651329,0.54452890050701,0.609895679157563,"MTND5P32","MT-ND5 pseudogene 32"
"ENSG00000116819",0.0983999568016089,0.607651094248927,0.544627471697945,0.609969816399875,"TFAP2E","transcription factor AP-2 epsilon"
"ENSG00000278864",0.120243359212737,0.606630375579179,0.54530243016834,0.610689446496117,NA,NA
"ENSG00000282939",0.100838496740011,0.606410605256699,0.545447810084583,0.610795864929419,"TRBV7-2","T cell receptor beta variable 7-2"
"ENSG00000167920",-0.0818895626764351,-0.606388700243713,0.545462301502687,0.610795864929419,"KRT10-AS1","KRT10 antisense RNA 1"
"ENSG00000112365",0.0637033244557607,0.606253966087286,0.545551440104541,0.610859369275401,"ZBTB24","zinc finger and BTB domain containing 24"
"ENSG00000160256",0.0828247925644651,0.605831441677838,0.54583102497743,0.611129450353272,"SLX9","SLX9 ribosome biogenesis factor"
"ENSG00000017483",-0.0660572942869781,-0.605791392922644,0.545857529018163,0.611129450353272,"SLC38A5","solute carrier family 38 member 5"
"ENSG00000141096",0.0924968762546011,0.605539875342298,0.546023996717548,0.611243169132705,"DPEP3","dipeptidase 3"
"ENSG00000165219",0.0343442685310083,0.605572040103322,0.546002706947676,0.611243169132705,"GAPVD1","GTPase activating protein and VPS9 domains 1"
"ENSG00000231074",0.0363014250960508,0.604872009801676,0.546466149337205,0.611701783897693,"HCG18","HLA complex group 18"
"ENSG00000153015",0.0523571210746553,0.604266217803865,0.546867362268022,0.612114519928996,"CWC27","CWC27 spliceosome associated cyclophilin"
"ENSG00000059573",-0.0759755222246244,-0.604037516495754,0.547018868383861,0.612247723998287,"ALDH18A1","aldehyde dehydrogenase 18 family member A1"
"ENSG00000159289",-0.121856234840815,-0.603582012532279,0.547320685529791,0.612540209237392,"GOLGA6A","golgin A6 family member A"
"ENSG00000131037",0.0943150955634001,0.603544983493232,0.547345224657236,0.612540209237392,"EPS8L1","EPS8 signaling adaptor L1"
"ENSG00000235481",-0.120437254274671,-0.6034244830172,0.547425084085475,0.61259318842831,"UBE2R2-AS1","UBE2R2 antisense RNA 1"
"ENSG00000151304",-0.0999214019365101,-0.603292727545699,0.547512409233526,0.6126545153039,"SRFBP1","serum response factor binding protein 1"
"ENSG00000100528",-0.0605754718664068,-0.603013330288433,0.54769761178587,0.612825351082337,"CNIH1","cornichon family member 1"
"ENSG00000050344",0.0766969077638587,0.602562543617698,0.547996488466386,0.613123350343278,"NFE2L3","NFE2 like bZIP transcription factor 3"
"ENSG00000116198",0.0500976480539792,0.601930503223851,0.548415675903565,0.613555915350478,"CEP104","centrosomal protein 104"
"ENSG00000130529",0.0864853513528411,0.601538239509633,0.548675917195766,0.613810613939892,"TRPM4","transient receptor potential cation channel subfamily M member 4"
"ENSG00000165660",-0.0667443357729558,-0.601447503263407,0.548736123550234,0.613841513980956,"ABRAXAS2","abraxas 2, BRISC complex subunit"
"ENSG00000198718",0.0660787080336805,0.600388455841989,0.549439079092873,0.614591376518707,"TOGARAM1","TOG array regulator of axonemal microtubules 1"
"ENSG00000176601",0.122857984715853,0.59989926192161,0.549763939316313,0.61491824538895,"MAP3K19","mitogen-activated protein kinase kinase kinase 19"
"ENSG00000258752",-0.064955300745626,-0.599086280299386,0.550304030101396,0.615449259026959,NA,NA
"ENSG00000100031",0.0526987719877909,0.599120189611318,0.550281497726024,0.615449259026959,"GGT1","gamma-glutamyltransferase 1"
"ENSG00000178425",-0.0767321211373302,-0.598566259216934,0.550649636200568,0.615799219159769,"NT5DC1","5'-nucleotidase domain containing 1"
"ENSG00000213445",0.0550042806178629,0.598401903657757,0.550758889437727,0.615884836710668,"SIPA1","signal-induced proliferation-associated 1"
"ENSG00000041515",0.109988808734835,0.598254270678351,0.550857035768531,0.615931457567114,"MYO16","myosin XVI"
"ENSG00000248905",0.0784963274106453,0.598191649240468,0.550898669102256,0.615931457567114,"FMN1","formin 1"
"ENSG00000134285",-0.0509247358281191,-0.598225664933453,0.550876053861674,0.615931457567114,"FKBP11","FKBP prolyl isomerase 11"
"ENSG00000204086",-0.0987667581231479,-0.597420106635077,0.551411751350854,0.616468520590349,"RPA4","replication protein A4"
"ENSG00000279026",0.101358243123221,0.596627230180452,0.551939268624839,0.617021657014701,NA,NA
"ENSG00000159214",-0.0800736990422238,-0.596443710734115,0.552061403728169,0.617121571530456,"CCDC24","coiled-coil domain containing 24"
"ENSG00000069869",0.0713673484942195,0.596027580915553,0.552338394527485,0.617394569281953,"NEDD4","NEDD4 E3 ubiquitin protein ligase"
"ENSG00000274695",0.0967858602865927,0.59534736608089,0.552791318472864,0.617864178081869,NA,NA
"ENSG00000204149",0.104378293241258,0.595001166104206,0.553021908054554,0.618085239034808,"AGAP6","ArfGAP with GTPase domain, ankyrin repeat and PH domain 6"
"ENSG00000175166",-0.0474384907315609,-0.594268889858691,0.55350980454627,0.618593835906659,"PSMD2","proteasome 26S subunit ubiquitin receptor, non-ATPase 2"
"ENSG00000162894",-0.0702021858623731,-0.594057658893273,0.553650581903459,0.618714460574085,"FCMR","Fc mu receptor"
"ENSG00000255517",0.085517886915973,0.593446158069913,0.554058223956055,0.619133279326383,NA,NA
"ENSG00000111669",0.038373548663577,0.593130262567139,0.554268866252545,0.619331923747876,"TPI1","triosephosphate isomerase 1"
"ENSG00000233178",-0.104346951618381,-0.592503408499583,0.55468697637116,0.619762352365357,"LOC105376070","uncharacterized LOC105376070"
"ENSG00000161526",-0.0414423828171267,-0.592272500284887,0.554841030953875,0.619897713131433,"SAP30BP","SAP30 binding protein"
"ENSG00000164292",0.0696079540354713,0.592152114776559,0.554921356722225,0.619950689000906,"RHOBTB3","Rho related BTB domain containing 3"
"ENSG00000213714",-0.0855191030781311,-0.592038924228164,0.554996886993833,0.619998301440422,"FAM209B","family with sequence similarity 209 member B"
"ENSG00000133243",-0.0428956339212254,-0.591842983203643,0.555127647388525,0.620107603267613,"BTBD2","BTB domain containing 2"
"ENSG00000140526",-0.0610972534546913,-0.591719633247775,0.555209972270307,0.620162790253664,"ABHD2","abhydrolase domain containing 2, acylglycerol lipase"
"ENSG00000253392",0.113783762351833,0.590235888710603,0.556200710167369,0.621232596829888,NA,NA
"ENSG00000254858",-0.0607584746126167,-0.589922981818518,0.556409758397996,0.621429242230477,"MPV17L2","MPV17 mitochondrial inner membrane protein like 2"
"ENSG00000139722",0.0365059387129178,0.589729390831609,0.556539112962227,0.621536863290398,"VPS37B","VPS37B subunit of ESCRT-I"
"ENSG00000109689",0.0458247496233954,0.589316671676111,0.55681493523115,0.621808035442788,"STIM2","stromal interaction molecule 2"
"ENSG00000243056",-0.0481551181044407,-0.588646644555701,0.557262861375801,0.622271356407666,"EIF4EBP3","eukaryotic translation initiation factor 4E binding protein 3"
"ENSG00000171823",0.0704355569120084,0.588594118622376,0.557297983495979,0.62227368935435,"FBXL14","F-box and leucine rich repeat protein 14"
"ENSG00000280411",-0.144771460091882,-0.588260553794202,0.557521051262907,0.622485867928559,"IGHV1-69D","immunoglobulin heavy variable 1-69D"
"ENSG00000130348",-0.0645789407594518,-0.587612381278404,0.557954635298521,0.622933053976978,"QRSL1","glutaminyl-tRNA amidotransferase subunit QRSL1"
"ENSG00000159377",-0.0479451527947703,-0.58744532990088,0.55806640841892,0.623019224759967,"PSMB4","proteasome 20S subunit beta 4"
"ENSG00000163349",0.0444179428450579,0.587398173470551,0.558097962513242,0.623019224759967,"HIPK1","homeodomain interacting protein kinase 1"
"ENSG00000137770",-0.0472268091484818,-0.586919956414039,0.55841800470831,0.623339557519267,"CTDSPL2","CTD small phosphatase like 2"
"ENSG00000282100",-0.0857092264335079,-0.586587867513539,0.55864030519347,0.623550753643099,NA,NA
"ENSG00000258337",0.0840752185896756,0.586356468685639,0.558795229440938,0.623686724268775,NA,NA
"ENSG00000230099",0.115319857650515,0.585786121765259,0.559177173704803,0.624076047055576,"TRBV5-4","T cell receptor beta variable 5-4"
