"feature","factor","value","view"
"OID21470","Factor5",0.057686448097229,"Protein"
"OID20893","Factor5",0.0180441867560148,"Protein"
"OID20191","Factor5",0.142168581485748,"Protein"
"OID20494","Factor5",-0.104155652225018,"Protein"
"OID20053","Factor5",-0.129547223448753,"Protein"
"OID21002","Factor5",0.0471892841160297,"Protein"
"OID20129","Factor5",0.172819688916206,"Protein"
"OID20087","Factor5",-0.107785448431969,"Protein"
"OID20953","Factor5",-0.359824001789093,"Protein"
"OID20667","Factor5",0.129142075777054,"Protein"
"OID20913","Factor5",-0.24805623292923,"Protein"
"OID21465","Factor5",-0.0710811913013458,"Protein"
"OID20605","Factor5",0.113095931708813,"Protein"
"OID20725","Factor5",-0.0393468253314495,"Protein"
"OID20405","Factor5",0.192500963807106,"Protein"
"OID20061","Factor5",-0.0515582002699375,"Protein"
"OID21018","Factor5",-0.0893236696720123,"Protein"
"OID20297","Factor5",-0.00742636946961284,"Protein"
"OID21206","Factor5",0.143970727920532,"Protein"
"OID20239","Factor5",0.194006994366646,"Protein"
"OID21398","Factor5",-0.0750931724905968,"Protein"
"OID21321","Factor5",0.274423658847809,"Protein"
"OID20456","Factor5",0.0173387266695499,"Protein"
"OID20976","Factor5",-0.0011892804177478,"Protein"
"OID21209","Factor5",-0.0540226213634014,"Protein"
"OID20824","Factor5",-0.421472907066345,"Protein"
"OID20275","Factor5",0.100646667182446,"Protein"
"OID21494","Factor5",-0.225058779120445,"Protein"
"OID21299","Factor5",0.0516991578042507,"Protein"
"OID20590","Factor5",-0.0444939509034157,"Protein"
"OID20384","Factor5",0.212514713406563,"Protein"
"OID21049","Factor5",-0.080083504319191,"Protein"
"OID20174","Factor5",0.247290745377541,"Protein"
"OID21067","Factor5",0.0504727326333523,"Protein"
"OID20489","Factor5",-0.160068556666374,"Protein"
"OID21243","Factor5",0.157671600580215,"Protein"
"OID21077","Factor5",0.215162724256516,"Protein"
"OID21270","Factor5",0.23304583132267,"Protein"
"OID21337","Factor5",-0.115577720105648,"Protein"
"OID20196","Factor5",0.367611318826675,"Protein"
"OID20121","Factor5",-0.0144436145201325,"Protein"
"OID21262","Factor5",0.186700895428658,"Protein"
"OID20537","Factor5",-0.303280979394913,"Protein"
"OID20296","Factor5",-0.136142432689667,"Protein"
"OID21509","Factor5",0.0761021226644516,"Protein"
"OID20921","Factor5",0.264599859714508,"Protein"
"OID21406","Factor5",0.142473801970482,"Protein"
"OID21084","Factor5",-0.137054651975632,"Protein"
"OID20951","Factor5",0.130361139774323,"Protein"
"OID20491","Factor5",-0.132740333676338,"Protein"
"OID20777","Factor5",0.341237962245941,"Protein"
"OID21472","Factor5",-0.0124687002971768,"Protein"
"OID20304","Factor5",-0.062617652118206,"Protein"
"OID21011","Factor5",-0.271424055099487,"Protein"
"OID20488","Factor5",-0.00288520031608641,"Protein"
"OID20155","Factor5",-0.118621125817299,"Protein"
"OID21171","Factor5",-0.200515747070312,"Protein"
"OID20176","Factor5",-0.0476930998265743,"Protein"
"OID20540","Factor5",-0.0719069242477417,"Protein"
"OID21059","Factor5",-0.197632789611816,"Protein"
"OID21401","Factor5",0.328669935464859,"Protein"
"OID20972","Factor5",-0.0538760870695114,"Protein"
"OID21162","Factor5",0.120514795184135,"Protein"
"OID21063","Factor5",-0.120658971369267,"Protein"
"OID21435","Factor5",-0.0874471738934517,"Protein"
"OID21316","Factor5",-0.0361956655979156,"Protein"
"OID21336","Factor5",0.223215669393539,"Protein"
"OID21471","Factor5",-0.0348664559423923,"Protein"
"OID20427","Factor5",-0.133391484618187,"Protein"
"OID20750","Factor5",-0.217874079942703,"Protein"
"OID20763","Factor5",0.00581328943371773,"Protein"
"OID21331","Factor5",-0.0330754667520523,"Protein"
"OID20424","Factor5",-0.136251404881477,"Protein"
"OID21046","Factor5",0.126851990818977,"Protein"
"OID21352","Factor5",0.123533517122269,"Protein"
"OID20792","Factor5",-0.176391705870628,"Protein"
"OID21027","Factor5",0.122530221939087,"Protein"
"OID20822","Factor5",-0.241047978401184,"Protein"
"OID20680","Factor5",-0.0204755701124668,"Protein"
"OID20329","Factor5",-0.40985631942749,"Protein"
"OID21170","Factor5",0.0990138500928879,"Protein"
"OID20585","Factor5",0.0569447465240955,"Protein"
"OID20114","Factor5",0.0872488617897034,"Protein"
"OID20557","Factor5",-0.118312396109104,"Protein"
"OID20864","Factor5",-0.0327860005199909,"Protein"
"OID20077","Factor5",0.111379690468311,"Protein"
"OID21315","Factor5",0.0256962291896343,"Protein"
"OID20382","Factor5",-0.0845696032047272,"Protein"
"OID20633","Factor5",-0.0583785325288773,"Protein"
"OID21238","Factor5",0.0297861453145742,"Protein"
"OID20932","Factor5",0.0160434525460005,"Protein"
"OID20694","Factor5",-0.173230811953545,"Protein"
"OID20264","Factor5",-0.0478534325957298,"Protein"
"OID21524","Factor5",-0.00269767176359892,"Protein"
"OID21447","Factor5",-0.209478601813316,"Protein"
"OID21138","Factor5",-0.0890420898795128,"Protein"
"OID21172","Factor5",-0.132893249392509,"Protein"
"OID21389","Factor5",-0.219985038042068,"Protein"
"OID21115","Factor5",0.104194559156895,"Protein"
"OID20211","Factor5",-0.0648068264126778,"Protein"
"OID20279","Factor5",0.332331568002701,"Protein"
"OID20569","Factor5",-0.112002037465572,"Protein"
"OID20142","Factor5",-0.0668515563011169,"Protein"
"OID20613","Factor5",0.0275283940136433,"Protein"
"OID20710","Factor5",0.219524964690208,"Protein"
"OID20807","Factor5",0.0912576019763947,"Protein"
"OID20713","Factor5",0.195592790842056,"Protein"
"OID20148","Factor5",-0.232133358716965,"Protein"
"OID20632","Factor5",-0.135930478572845,"Protein"
"OID21438","Factor5",-0.130094110965729,"Protein"
"OID21440","Factor5",-0.166798919439316,"Protein"
"OID20549","Factor5",0.277331948280334,"Protein"
"OID20115","Factor5",0.350589543581009,"Protein"
"OID21241","Factor5",-0.00443003652617335,"Protein"
"OID21529","Factor5",0.0551102682948112,"Protein"
"OID21374","Factor5",-0.445123851299286,"Protein"
"OID20154","Factor5",0.00683450186625123,"Protein"
"OID20480","Factor5",0.19566798210144,"Protein"
"OID20767","Factor5",-0.204129278659821,"Protein"
"OID21135","Factor5",0.0474595688283443,"Protein"
"OID20320","Factor5",-0.16636535525322,"Protein"
"OID20242","Factor5",-0.113313660025597,"Protein"
"OID20602","Factor5",-0.0830743759870529,"Protein"
"OID20282","Factor5",-0.202419832348824,"Protein"
"OID21189","Factor5",-0.0203754641115665,"Protein"
"OID20652","Factor5",-0.22525329887867,"Protein"
"OID20454","Factor5",-0.0104775736108422,"Protein"
"OID20302","Factor5",-0.343723893165588,"Protein"
"OID20676","Factor5",0.140090256929398,"Protein"
"OID21079","Factor5",-0.100537560880184,"Protein"
"OID20828","Factor5",-0.319014817476273,"Protein"
"OID21423","Factor5",-0.318635374307632,"Protein"
"OID20535","Factor5",-0.0324444323778152,"Protein"
"OID21344","Factor5",-0.024984534829855,"Protein"
"OID20451","Factor5",0.0602793879806995,"Protein"
"OID21278","Factor5",-0.02471405826509,"Protein"
"OID20070","Factor5",0.0343902371823788,"Protein"
"OID20529","Factor5",0.134529024362564,"Protein"
"OID20314","Factor5",-0.199214234948158,"Protein"
"OID21346","Factor5",0.035295769572258,"Protein"
"OID20476","Factor5",0.0213485956192017,"Protein"
"OID20765","Factor5",0.0787408426403999,"Protein"
"OID20915","Factor5",0.0264818910509348,"Protein"
"OID20538","Factor5",0.0451308637857437,"Protein"
"OID21360","Factor5",0.0332016944885254,"Protein"
"OID20562","Factor5",-0.296502381563187,"Protein"
"OID21405","Factor5",0.354839086532593,"Protein"
"OID20774","Factor5",-0.233438178896904,"Protein"
"OID20661","Factor5",0.01795126311481,"Protein"
"OID20639","Factor5",-0.0567374937236309,"Protein"
"OID20267","Factor5",-0.136027380824089,"Protein"
"OID20936","Factor5",0.269534975290298,"Protein"
"OID21433","Factor5",0.232198670506477,"Protein"
"OID20804","Factor5",0.0843552500009537,"Protein"
"OID21152","Factor5",-0.0207522287964821,"Protein"
"OID20084","Factor5",-0.0594933405518532,"Protein"
"OID20881","Factor5",0.246692061424255,"Protein"
"OID20612","Factor5",0.0550279803574085,"Protein"
"OID21460","Factor5",0.384757965803146,"Protein"
"OID20316","Factor5",-0.0501853078603745,"Protein"
"OID20373","Factor5",-0.0278189219534397,"Protein"
"OID21174","Factor5",0.00120968092232943,"Protein"
"OID20140","Factor5",-0.00660949852317572,"Protein"
"OID20781","Factor5",-0.0282828509807587,"Protein"
"OID20811","Factor5",0.0085657574236393,"Protein"
"OID20497","Factor5",-0.0614180602133274,"Protein"
"OID21407","Factor5",0.114107877016068,"Protein"
"OID20547","Factor5",0.383452326059341,"Protein"
"OID20857","Factor5",-0.160539567470551,"Protein"
"OID20401","Factor5",-0.0947524979710579,"Protein"
"OID21517","Factor5",0.466635495424271,"Protein"
"OID20530","Factor5",-0.234751164913177,"Protein"
"OID21236","Factor5",0.0255896132439375,"Protein"
"OID21412","Factor5",0.0991472452878952,"Protein"
"OID20391","Factor5",-0.0304220747202635,"Protein"
"OID20458","Factor5",0.0228735692799091,"Protein"
"OID21404","Factor5",0.183633223176003,"Protein"
"OID21394","Factor5",0.145369917154312,"Protein"
"OID21514","Factor5",-0.314209133386612,"Protein"
"OID20662","Factor5",0.268166869878769,"Protein"
"OID21286","Factor5",0.0580233410000801,"Protein"
"OID20884","Factor5",-0.217052176594734,"Protein"
"OID21456","Factor5",0.0495369918644428,"Protein"
"OID21196","Factor5",0.00691901333630085,"Protein"
"OID20599","Factor5",-0.0829153060913086,"Protein"
"OID21134","Factor5",-0.150347635149956,"Protein"
"OID20690","Factor5",0.0162502713501453,"Protein"
"OID20720","Factor5",0.0586093924939632,"Protein"
"OID20581","Factor5",0.271744549274445,"Protein"
"OID20848","Factor5",-0.11877628415823,"Protein"
"OID21339","Factor5",0.0147940963506699,"Protein"
"OID20394","Factor5",0.0112639786675572,"Protein"
"OID20888","Factor5",0.145907148718834,"Protein"
"OID20290","Factor5",-0.155690670013428,"Protein"
"OID20362","Factor5",-0.294690847396851,"Protein"
"OID21055","Factor5",0.135371923446655,"Protein"
"OID20071","Factor5",0.0110851405188441,"Protein"
"OID20941","Factor5",-0.143358752131462,"Protein"
"OID21468","Factor5",0.0428252182900906,"Protein"
"OID20878","Factor5",-0.056752122938633,"Protein"
"OID20834","Factor5",-0.225658118724823,"Protein"
"OID20414","Factor5",-0.0212074741721153,"Protein"
"OID21359","Factor5",-0.213482424616814,"Protein"
"OID20702","Factor5",0.0160532165318727,"Protein"
"OID21161","Factor5",0.0292819179594517,"Protein"
"OID20168","Factor5",0.0619894675910473,"Protein"
"OID21301","Factor5",-0.121485196053982,"Protein"
"OID20556","Factor5",0.100578851997852,"Protein"
"OID21231","Factor5",0.00625551166012883,"Protein"
"OID20525","Factor5",0.306216359138489,"Protein"
"OID20806","Factor5",-0.021747263148427,"Protein"
"OID20502","Factor5",-0.057220920920372,"Protein"
"OID20332","Factor5",0.0616659224033356,"Protein"
"OID20668","Factor5",0.069519504904747,"Protein"
"OID20208","Factor5",-0.237490326166153,"Protein"
"OID20265","Factor5",-0.213505029678345,"Protein"
"OID21400","Factor5",0.132166266441345,"Protein"
"OID21518","Factor5",0.214094161987305,"Protein"
"OID20348","Factor5",-0.19781357049942,"Protein"
"OID20447","Factor5",0.218015223741531,"Protein"
"OID20566","Factor5",0.182355031371117,"Protein"
"OID21318","Factor5",0.261198997497559,"Protein"
"OID20352","Factor5",-0.276459842920303,"Protein"
"OID20442","Factor5",-0.132145822048187,"Protein"
"OID21458","Factor5",0.19384728372097,"Protein"
"OID20473","Factor5",-0.120940387248993,"Protein"
"OID21147","Factor5",-0.0134023055434227,"Protein"
"OID20855","Factor5",-0.0129976719617844,"Protein"
"OID21122","Factor5",0.122613184154034,"Protein"
"OID21023","Factor5",0.0597448088228703,"Protein"
"OID20493","Factor5",-0.125366732478142,"Protein"
"OID20852","Factor5",-0.252415806055069,"Protein"
"OID21429","Factor5",-0.241642341017723,"Protein"
"OID21102","Factor5",-0.0194740649312735,"Protein"
"OID20629","Factor5",0.117531508207321,"Protein"
"OID21070","Factor5",-0.0379394479095936,"Protein"
"OID20281","Factor5",-0.0652507320046425,"Protein"
"OID20651","Factor5",0.152128905057907,"Protein"
"OID21228","Factor5",-0.0588236227631569,"Protein"
"OID20393","Factor5",0.310961276292801,"Protein"
"OID20624","Factor5",0.0233928263187408,"Protein"
"OID21090","Factor5",0.0623659119009972,"Protein"
"OID21096","Factor5",0.35271081328392,"Protein"
"OID21194","Factor5",-0.196567922830582,"Protein"
"OID20410","Factor5",0.0897628217935562,"Protein"
"OID21525","Factor5",-0.0512560158967972,"Protein"
"OID20229","Factor5",-0.0410341136157513,"Protein"
"OID20185","Factor5",0.0201369058340788,"Protein"
"OID20131","Factor5",-0.0180981624871492,"Protein"
"OID20719","Factor5",-0.252613335847855,"Protein"
"OID20974","Factor5",0.138762623071671,"Protein"
"OID20170","Factor5",-0.208611056208611,"Protein"
"OID20231","Factor5",-0.0637449696660042,"Protein"
"OID20897","Factor5",0.0995562672615051,"Protein"
"OID21526","Factor5",0.298053920269012,"Protein"
"OID20416","Factor5",0.0217294581234455,"Protein"
"OID20654","Factor5",-0.134296551346779,"Protein"
"OID20236","Factor5",0.00107724883127958,"Protein"
"OID21165","Factor5",-0.121490515768528,"Protein"
"OID21424","Factor5",0.0241666827350855,"Protein"
"OID21308","Factor5",0.223860949277878,"Protein"
"OID20388","Factor5",-0.165104493498802,"Protein"
"OID20994","Factor5",0.109206140041351,"Protein"
"OID20747","Factor5",-0.100195042788982,"Protein"
"OID20346","Factor5",0.233908995985985,"Protein"
"OID21362","Factor5",-0.0119834365323186,"Protein"
"OID21345","Factor5",-0.022546136751771,"Protein"
"OID20621","Factor5",-0.077434130012989,"Protein"
"OID20076","Factor5",0.152027025818825,"Protein"
"OID21303","Factor5",-0.142832845449448,"Protein"
"OID20835","Factor5",-0.0396565608680248,"Protein"
"OID20948","Factor5",-0.17987272143364,"Protein"
"OID20565","Factor5",0.233132749795914,"Protein"
"OID20397","Factor5",0.0182377584278584,"Protein"
"OID20235","Factor5",-0.308198302984238,"Protein"
"OID20255","Factor5",0.020097266882658,"Protein"
"OID20367","Factor5",-0.277641475200653,"Protein"
"OID20982","Factor5",0.19511915743351,"Protein"
"OID20611","Factor5",0.489913821220398,"Protein"
"OID20706","Factor5",-0.137486070394516,"Protein"
"OID20773","Factor5",-0.166517272591591,"Protein"
"OID20270","Factor5",0.10365155339241,"Protein"
"OID20199","Factor5",-0.00801464449614286,"Protein"
"OID20377","Factor5",0.075390987098217,"Protein"
"OID20555","Factor5",0.0310056656599045,"Protein"
"OID21240","Factor5",0.00471448665484786,"Protein"
"OID21130","Factor5",0.0969485193490982,"Protein"
"OID21028","Factor5",-0.0202226806432009,"Protein"
"OID20531","Factor5",0.0421453267335892,"Protein"
"OID20130","Factor5",-0.242662534117699,"Protein"
"OID20133","Factor5",-0.22304505109787,"Protein"
"OID20481","Factor5",0.0271627716720104,"Protein"
"OID20238","Factor5",0.222205132246017,"Protein"
"OID20358","Factor5",-0.257314771413803,"Protein"
"OID21322","Factor5",0.0173015389591455,"Protein"
"OID20194","Factor5",0.0833330973982811,"Protein"
"OID20353","Factor5",0.0566263534128666,"Protein"
"OID20145","Factor5",-0.185218557715416,"Protein"
"OID20132","Factor5",-0.253482669591904,"Protein"
"OID21353","Factor5",0.151653379201889,"Protein"
"OID21230","Factor5",0.200564950704575,"Protein"
"OID20513","Factor5",0.0599867813289165,"Protein"
"OID20082","Factor5",-0.0288489554077387,"Protein"
"OID21136","Factor5",0.169177249073982,"Protein"
"OID20380","Factor5",0.0647826567292213,"Protein"
"OID20914","Factor5",-0.0409468822181225,"Protein"
"OID20204","Factor5",-0.0430095419287682,"Protein"
"OID20637","Factor5",0.118611045181751,"Protein"
"OID20464","Factor5",-0.162794083356857,"Protein"
"OID20957","Factor5",0.0309382937848568,"Protein"
"OID21052","Factor5",0.139486774802208,"Protein"
"OID20213","Factor5",-0.182027727365494,"Protein"
"OID21366","Factor5",-0.00933519843965769,"Protein"
"OID20733","Factor5",-0.0742659047245979,"Protein"
"OID21252","Factor5",-0.0394004099071026,"Protein"
"OID20755","Factor5",0.0279204566031694,"Protein"
"OID20360","Factor5",-0.124385684728622,"Protein"
"OID20172","Factor5",0.103798814117908,"Protein"
"OID21474","Factor5",-0.0665705427527428,"Protein"
"OID20337","Factor5",-0.144201457500458,"Protein"
"OID20487","Factor5",-0.0457305982708931,"Protein"
"OID20374","Factor5",0.364926636219025,"Protein"
"OID20754","Factor5",0.3634934425354,"Protein"
"OID20575","Factor5",0.259221225976944,"Protein"
"OID20909","Factor5",0.104912087321281,"Protein"
"OID20626","Factor5",0.181973651051521,"Protein"
"OID20396","Factor5",-0.173621863126755,"Protein"
"OID20462","Factor5",0.111573301255703,"Protein"
"OID20775","Factor6",0.032280296087265,"Protein"
"OID20984","Factor6",-0.0178757477551699,"Protein"
"OID20083","Factor6",-0.0186797808855772,"Protein"
"OID21402","Factor6",-0.0211153291165829,"Protein"
"OID20911","Factor6",-0.00675122020766139,"Protein"
"OID20850","Factor6",-0.207836106419563,"Protein"
"OID20101","Factor6",-0.00297829345799983,"Protein"
"OID21140","Factor6",-0.286064118146896,"Protein"
"OID20563","Factor6",-0.006224166136235,"Protein"
"OID20125","Factor6",-0.136683240532875,"Protein"
"OID21485","Factor6",-0.000333802163368091,"Protein"
"OID21276","Factor6",-0.0053394865244627,"Protein"
"OID20594","Factor6",-0.298628240823746,"Protein"
"OID20779","Factor6",-0.300305426120758,"Protein"
"OID20983","Factor6",0.0377256609499454,"Protein"
"OID20643","Factor6",-0.298383235931396,"Protein"
"OID20049","Factor6",-0.124717749655247,"Protein"
"OID20312","Factor6",-0.0269630420953035,"Protein"
"OID20246","Factor6",-0.0363092720508575,"Protein"
"OID20495","Factor6",0.0361798405647278,"Protein"
"OID21031","Factor6",-0.19522999227047,"Protein"
"OID20778","Factor6",0.0793858096003532,"Protein"
"OID20127","Factor6",-0.310399621725082,"Protein"
"OID20274","Factor6",0.0299798455089331,"Protein"
"OID21373","Factor6",-0.047817550599575,"Protein"
"OID20559","Factor6",-0.273750841617584,"Protein"
"OID20218","Factor6",-0.280074775218964,"Protein"
"OID20263","Factor6",-0.00757608655840158,"Protein"
"OID21489","Factor6",-0.0309979673475027,"Protein"
"OID20219","Factor6",0.0516522787511349,"Protein"
"OID20192","Factor6",-0.261101514101028,"Protein"
"OID20896","Factor6",0.0440577641129494,"Protein"
"OID20399","Factor6",-0.0396137610077858,"Protein"
"OID21297","Factor6",-0.254852116107941,"Protein"
"OID21348","Factor6",-0.233992770314217,"Protein"
