"OlinkID","t","Assay","UniProt","MissingFreq","LOD","Panel","Panel_Version","ENTREZID"
"OID21121",-0.0918750464550959,"MYOC","Q99972",0.03,0.7029,"NEUROLOGY",1,"4653"
"OID20919",-3.14815023644946,"ULBP2","Q9BZM5",0.16,0.5972,"NEUROLOGY",1,"80328"
"OID20944",-1.16155722352177,"GPC5","P78333",0.04,1.0344,"NEUROLOGY",1,"2262"
"OID21097",0.73450470931918,"SPINK1","P00995",0.12,-0.0407,"NEUROLOGY",1,"6690"
"OID21098",-3.38357490799679,"SUSD2","Q9UGT4",0.03,0.3129,"NEUROLOGY",1,"56241"
"OID21158",-1.72587248861439,"IGFBP4","P22692",0.04,0.3195,"NEUROLOGY",1,"3487"
"OID20923",-0.844851741901968,"CRADD","P78560",0.03,1.4395,"NEUROLOGY",1,"8738"
"OID21061",1.18796391340957,"CLEC1B","Q9P126",0.04,0.4031,"NEUROLOGY",1,"51266"
"OID21016",1.37496622511066,"VTA1","Q9NP79",0.03,0.1895,"NEUROLOGY",1,"51534"
"OID20810",3.61897746273366,"ANXA5","P08758",0.99,3.219,"NEUROLOGY",1,"308"
"OID21093",5.15475673063763,"INHBC","P55103",0.04,0.7445,"NEUROLOGY",1,"3626"
"OID21074",-2.54499811459207,"NPTX1","Q15818",0.04,-0.0975,"NEUROLOGY",1,"4884"
"OID20822",3.84334683412216,"PXN","P49023",0.7,2.6878,"NEUROLOGY",1,"5829"
"OID21039",-1.8371548587406,"ADAM8","P78325",0.03,0.6481,"NEUROLOGY",1,"101"
"OID20973",2.39184948669429,"CCS","O14618",0.04,1.2939,"NEUROLOGY",1,"9973"
"OID21004",2.89136049459606,"CCL2","P13500",0.03,-0.0791,"NEUROLOGY",1,"6347"
"OID21059",-1.26263778325541,"LRPAP1","P30533",0.04,0.4022,"NEUROLOGY",1,"4043"
"OID20863",0.560011331516371,"NOS1","P29475",0.75,3.5182,"NEUROLOGY",1,"4842"
"OID21038",-2.57503580016663,"CHGB","P05060",0.11,1.2025,"NEUROLOGY",1,"1114"
"OID20990",1.83210720019539,"ASGR1","P07306",0.04,1.1808,"NEUROLOGY",1,"432"
"OID20790",-0.0619160727621057,"SESTD1","Q86VW0",0.99,2.3637,"NEUROLOGY",1,"91404"
"OID21066",3.1633178914725,"DKK1","O94907",0.03,1.068,"NEUROLOGY",1,"22943"
"OID21267",-2.97553879972221,"BAMBI","Q13145",0.96,0.4918,"ONCOLOGY",1,"25805"
"OID21358",-1.62998679406056,"PODXL","O00592",0.04,0.8891,"ONCOLOGY",1,"5420"
"OID21252",-0.76962688083534,"EGFL7","Q9UHF1",0.04,0.6948,"ONCOLOGY",1,"51162"
"OID21336",0.622093547762244,"UBAC1","Q9BSL1",0.04,0.9305,"ONCOLOGY",1,"10422"
"OID21369",-1.83186498376088,"RBP5","P82980",0.04,1.4476,"ONCOLOGY",1,"83758"
"OID21359",3.1758420600816,"APBB1IP","Q7Z5R6",0.24,0.794,"ONCOLOGY",1,"54518"
"OID21269",2.55950120443316,"ACAA1","P09110",0.12,2.0588,"ONCOLOGY",1,"30"
"OID21508",-0.485636739779942,"XPNPEP2","O43895",0.05,0.3082,"ONCOLOGY",1,"7512"
"OID21339",-3.01877860999658,"KAZALD1","Q96I82",0.06,0.1927,"ONCOLOGY",1,"81621"
"OID21264",-0.210887154641876,"LYAR","Q9NX58",0.9,0.6476,"ONCOLOGY",1,"55646"
"OID21505",-1.52139736915422,"WFDC2","Q14508",0.08,2.7697,"ONCOLOGY",1,"10406"
"OID21340",0.23068208653441,"CES3","Q6UWW8",0.41,1.0903,"ONCOLOGY",1,"23491"
"OID21211",0.695042174458477,"RUVBL1","Q9Y265",0.09,0.9109,"ONCOLOGY",1,"8607"
"OID21337",5.81784960119396,"ELOA","Q14241",0.04,0.8972,"ONCOLOGY",1,"6924"
"OID21236",1.37521648807162,"MED18","Q9BUE0",0.65,0.959,"ONCOLOGY",1,"54797"
"OID21226",12.1159025504225,"DDX58","O95786",0.05,1.1711,"ONCOLOGY",1,"23586"
"OID21437",2.34523866909403,"METAP2","P50579",0.04,0.7258,"ONCOLOGY",1,"10988"
"OID21414",3.33281856062618,"CASP8","Q14790",0.03,0.8277,"ONCOLOGY",1,"841"
"OID21402",-0.597232633016595,"FGF21","Q9NSA1",0.04,1.0536,"ONCOLOGY",1,"26291"
"OID21179",0.585634851994625,"RNF41","Q9H4P4",0.04,1.0865,"ONCOLOGY",1,"10193"
"OID21500",-2.00719466275066,"CTSF","Q9UBX1",0.04,0.0783,"ONCOLOGY",1,"8722"
"OID21515",4.76721610661667,"CREG1","O75629",0.06,1.6227,"ONCOLOGY",1,"8804"
"OID21247",1.52422558094964,"GFAP","P14136",0.34,1.24,"ONCOLOGY",1,"2670"
"OID21313",2.77268796050494,"DKKL1","Q9UK85",0.12,0.1169,"ONCOLOGY",1,"27120"
"OID21295",-1.0432210007786,"CDKN2D","P55273",0.53,0.7482,"ONCOLOGY",1,"1032"
"OID21206",2.62332377880153,"MAEA","Q7L5Y9",0.35,0.3903,"ONCOLOGY",1,"10296"
"OID21386",-1.63052656540068,"CBLN4","Q9NTU7",0.04,0.0412,"ONCOLOGY",1,"140689"
"OID21329",2.74586924680908,"SEMA4C","Q9C0C4",0.04,0.5657,"ONCOLOGY",1,"54910"
"OID21215",-0.280428099562551,"FCGR2B","P31994",0.21,1.7103,"ONCOLOGY",1,"2213"
"OID21311",-0.867453563035653,"AARSD1","Q9BTE6",0.04,0.7204,"ONCOLOGY",1,"80755"
"OID21398",-1.21969164377376,"XCL1","P47992",0.04,-0.1154,"ONCOLOGY",1,"6375"
"OID21268",0.0718044252398123,"ITGB1BP1","O14713",0.8,1.1367,"ONCOLOGY",1,"9270"
"OID21413",0.143095540457141,"AMBP","P02760",0.03,0.1944,"ONCOLOGY",1,"259"
"OID21514",8.96152303405989,"FURIN","P09958",0.03,0.5472,"ONCOLOGY",1,"5045"
"OID21259",3.98512251318243,"GFER","P55789",0.04,0.721,"ONCOLOGY",1,"2671"
"OID21466",9.66023808140651,"CCL8","P80075",0.03,1.2724,"ONCOLOGY",1,"6355"
"OID21519",3.31557157897305,"S100A4","P26447",0.14,1.1886,"ONCOLOGY",1,"6275"
"OID21436",1.88804761372455,"RILP","Q96NA2",0.03,0.3754,"ONCOLOGY",1,"83547"
"OID21338",1.14143998005384,"ERP44","Q9BS26",0.04,0.7397,"ONCOLOGY",1,"23071"
"OID21310",-2.04411088945543,"VNN2","O95498",0.03,0.362,"ONCOLOGY",1,"8875"
"OID21404",2.06462940899693,"PRDX6","P30041",0.03,0.5633,"ONCOLOGY",1,"9588"
"OID21427",-1.77107242532199,"CRNN","Q9UBG3",0.03,0.4499,"ONCOLOGY",1,"49860"
"OID21293",-0.163658401623401,"LRP1","Q07954",0.04,0.2776,"ONCOLOGY",1,"4035"
"OID21416",-6.31917642028436,"ITGAV","P06756",0.09,0.2521,"ONCOLOGY",1,"3685"
"OID21184",0.588787779200219,"PPM1A","P35813",0.99,0.5198,"ONCOLOGY",1,"5494"
"OID21440",0.0929924637372776,"F3","P13726",0.03,0.9756,"ONCOLOGY",1,"2152"
"OID21242",1.70476276858516,"GSTA3","Q16772",0.58,1.2231,"ONCOLOGY",1,"2940"
"OID21483",-7.4978431808894,"CD1C","P29017",0.06,-0.7671,"ONCOLOGY",1,"911"
"OID21177",1.1379102126303,"RARRES1","P49788",0.68,0.6353,"ONCOLOGY",1,"5918"
"OID21212",1.27779246521134,"NFKBIE","O00221",0.42,0.8052,"ONCOLOGY",1,"4794"
"OID21173",-1.56671461695422,"GSAP","A4D1B5",0.87,-0.7029,"ONCOLOGY",1,"54103"
"OID21480",3.75730251533361,"DCXR","Q7Z4W1",0.14,0.8249,"ONCOLOGY",1,"51181"
"OID21197",-0.249034985279713,"AKT3","Q9Y243",0.73,0.5654,"ONCOLOGY",1,"10000"
"OID21370",-4.05079735859659,"AMIGO2","Q86SJ2",0.04,0.6966,"ONCOLOGY",1,"347902"
"OID21174",4.01592681053408,"RRM2B","Q7LG56",0.34,1.1528,"ONCOLOGY",1,"50484"
"OID21374",1.25050629792046,"S100A12","P80511",0.03,1.0765,"ONCOLOGY",1,"6283"
"OID21448",2.47875125015136,"NUCB2","P80303",0.03,0.5306,"ONCOLOGY",1,"4925"
"OID21503",5.45494109310203,"SIAE","Q9HAT2",0.05,0.2835,"ONCOLOGY",1,"54414"
"OID21415",-0.0343808864390147,"RSPO3","Q9BXY4",0.04,0.0662,"ONCOLOGY",1,"84870"
"OID21517",-6.38644927832017,"KLK8","O60259",0.04,0.3051,"ONCOLOGY",1,"11202"
"OID21251",-1.27046968424241,"LYPD8","Q6UX82",0.91,1.3811,"ONCOLOGY",1,"646627"
"OID21255",0.175597341888728,"ARHGAP25","P42331",0.12,0.8631,"ONCOLOGY",1,"9938"
"OID21240",0.86859137515047,"STXBP3","O00186",0.73,0.7163,"ONCOLOGY",1,"6814"
"OID21332",0.855508779802239,"SCAMP3","O14828",0.03,0.6136,"ONCOLOGY",1,"10067"
"OID21273",0.455893854997406,"PDCD1LG2","Q9BQ51",0.03,0.2175,"ONCOLOGY",1,"80380"
"OID21285",0.665390153661228,"TACC3","Q9Y6A5",0.39,0.5245,"ONCOLOGY",1,"10460"
"OID21291",-5.03683875762176,"KLK13","Q9UKR3",0.03,1.0197,"ONCOLOGY",1,"26085"
"OID21195",5.30658490549749,"CA11","O75493",0.03,0.2322,"ONCOLOGY",1,"770"
"OID21375",1.92875175428281,"SIRT2","Q8IXJ6",0.03,-0.0328,"ONCOLOGY",1,"22933"
"OID21512",0.294240839289523,"TFPI2","P48307",0.03,0.0404,"ONCOLOGY",1,"7980"
"OID21522",-2.19857197158239,"ITGB5","P18084",0.03,-0.3589,"ONCOLOGY",1,"3693"
"OID21319",1.9645250606093,"CDKN1A","P38936",0.07,0.8361,"ONCOLOGY",1,"1026"
"OID21257",2.35731320190787,"CRH","P06850",0.33,1.1024,"ONCOLOGY",1,"1392"
"OID21471",4.33311269179351,"HTRA2","O43464",0.04,0.8649,"ONCOLOGY",1,"27429"
"OID21350",1.69068147324487,"LYN","P07948",0.04,0.5955,"ONCOLOGY",1,"4067"
"OID21299",2.47955177116558,"DDAH1","O94760",0.12,0.6483,"ONCOLOGY",1,"23576"
"OID21324",3.513015829437,"SRP14","P37108",0.04,0.2409,"ONCOLOGY",1,"6727"
"OID21216",1.88505982387817,"GFOD2","Q3B7J2",0.68,-0.4645,"ONCOLOGY",1,"81577"
"OID21334",1.98568807313164,"DCTN2","Q13561",0.47,0.3416,"ONCOLOGY",1,"10540"
"OID21345",0.0577050223399894,"INPP1","P49441",0.03,0.8471,"ONCOLOGY",1,"3628"
"OID21241",0.265974519897761,"CEP85","Q6P2H3",0.68,1.0363,"ONCOLOGY",1,"64793"
"OID21443",-5.80807633062582,"PRTG","Q2VWP7",0.04,0.2827,"ONCOLOGY",1,"283659"
"OID21249",0.463763531743015,"CRACR2A","Q9BSW2",0.21,0.7139,"ONCOLOGY",1,"84766"
"OID21344",-2.78539446901531,"CA12","O43570",0.04,0.8974,"ONCOLOGY",1,"771"
"OID21444",-1.89319200125444,"WISP1","O95388",0.04,0.0569,"ONCOLOGY",1,"8840"
"OID21449",-3.5873914589069,"CD5","P06127",0.03,1.2991,"ONCOLOGY",1,"921"
"OID21198",0.458768074379143,"BGN","P21810",0.36,0.8368,"ONCOLOGY",1,"633"
"OID21513",-0.756065221518866,"MSRA","Q9UJ68",0.03,0.3843,"ONCOLOGY",1,"4482"
"OID21428",1.25932550692795,"DAB2","P98082",0.17,0.498,"ONCOLOGY",1,"1601"
"OID21435",0.183203016480135,"CPVL","Q9H3G5",0.04,1.1279,"ONCOLOGY",1,"54504"
"OID21529",-1.51043346586538,"FOLR1","P15328",0.03,1.1917,"ONCOLOGY",1,"2348"
"OID21527",-0.488419776806067,"CD27","P26842",0.04,0.955,"ONCOLOGY",1,"939"
"OID21446",-3.71571592883569,"TNFRSF19","Q9NS68",0.04,1.6173,"ONCOLOGY",1,"55504"
"OID21360",4.23984077182754,"OGFR","Q9NZT2",0.03,0.2163,"ONCOLOGY",1,"11054"
"OID21453",4.88003013133952,"SORD","Q00796",0.04,1.7427,"ONCOLOGY",1,"6652"
"OID21418",4.82371588363274,"CD300E","Q496F6",0.03,0.0773,"ONCOLOGY",1,"342510"
"OID21258",-3.92240382279648,"PLXDC1","Q8IUK5",0.73,0.8868,"ONCOLOGY",1,"57125"
"OID21191",1.21417616415682,"LTBP3","Q9NS15",0.04,0.8305,"ONCOLOGY",1,"4054"
"OID21308",0.0207087996618814,"NUDT2","P50583",0.22,0.6738,"ONCOLOGY",1,"318"
"OID21262",-2.34257875334461,"SORCS2","Q96PQ0",0.33,0.4652,"ONCOLOGY",1,"57537"
"OID21317",-1.04459757289925,"CNPY4","Q8N129",0.06,0.6434,"ONCOLOGY",1,"245812"
"OID21325",-3.1682152747985,"DSG4","Q86SJ6",0.68,0.3276,"ONCOLOGY",1,"147409"
"OID21457",0.815583976860485,"GFRA1","P56159",0.03,1.047,"ONCOLOGY",1,"2674"
"OID21373",-0.0351771015010183,"DEFB4A_DEFB4B","O15263",0.3,0.8899,"ONCOLOGY",1,"1673"
"OID21373",-0.0351771015010183,"DEFB4A_DEFB4B","O15263",0.3,0.8899,"ONCOLOGY",1,"100289462"
"OID21373",-0.0351771015010183,"DEFB4A_DEFB4B","O15263",0.3,0.8899,"ONCOLOGY",1,"124906748"
"OID21467",-1.43208463643645,"ADM","P35318",0.03,1.5191,"ONCOLOGY",1,"133"
"OID21438",-1.76307823928287,"GPC1","P35052",0.03,0.6031,"ONCOLOGY",1,"2817"
"OID21341",0.869198542423023,"ATP6V1D","Q9Y5K8",0.73,0.4708,"ONCOLOGY",1,"51382"
"OID21468",1.59314953892665,"IDUA","P35475",0.04,-0.4163,"ONCOLOGY",1,"3425"
"OID21342",-1.75794149754777,"EPHA2","P29317",0.04,1.5543,"ONCOLOGY",1,"1969"
"OID21495",5.56526591446111,"TXNDC15","Q96J42",0.03,0.1198,"ONCOLOGY",1,"79770"
"OID21477",0.330874222975127,"TJAP1","Q5JTD0",0.21,0.458,"ONCOLOGY",1,"93643"
"OID21394",0.830945288247961,"SIGLEC6","O43699",0.04,-0.0149,"ONCOLOGY",1,"946"
"OID21396",-3.7102595691979,"PDCD1","Q15116",0.04,0.1329,"ONCOLOGY",1,"5133"
"OID21473",3.62029140322775,"PLA2G15","Q8NCC3",0.03,0.7581,"ONCOLOGY",1,"23659"
"OID21387",-0.917224915030211,"CALCOCO1","Q9P1Z2",0.03,0.7582,"ONCOLOGY",1,"57658"
"OID21385",0.962843807891976,"HMBS","P08397",0.04,0.1092,"ONCOLOGY",1,"3145"
"OID21384",-3.83586942629913,"MOG","Q16653",0.03,-0.0526,"ONCOLOGY",1,"4340"
"OID21470",1.72690297452871,"CDC37","Q16543",0.3,0.6863,"ONCOLOGY",1,"11140"
"OID21246",0.078743871332777,"ATG4A","Q8WYN0",0.18,0.4865,"ONCOLOGY",1,"115201"
"OID21475",0.421252128862458,"PPP1R12A","O14974",0.13,0.6755,"ONCOLOGY",1,"4659"
"OID21485",1.71465113498235,"FOLR3","P41439",0.03,0.1484,"ONCOLOGY",1,"2352"
"OID21185",0.377842903993287,"KIR3DL1","P43629",0.79,2.2609,"ONCOLOGY",1,"3811"
"OID21294",0.614611789074267,"ADGRG1","Q9Y653",0.04,0.5533,"ONCOLOGY",1,"9289"
"OID21279",0.204758004551827,"SEPTIN9","Q9UHD8",0.57,0.214,"ONCOLOGY",1,"10801"
"OID21186",0.220774072920673,"MZT1","Q08AG7",0.76,0.5824,"ONCOLOGY",1,"440145"
"OID21481",12.9113722303242,"C4BPB","P20851",0.03,0.5761,"ONCOLOGY",1,"725"
"OID21176",0.119195508315798,"PDP1","Q9P0J1",0.45,0.8783,"ONCOLOGY",1,"54704"
"OID21168",0.194307876504774,"GH2","P01242",0.83,1.2384,"ONCOLOGY",1,"2689"
"OID21354",-0.748800112510482,"DPP6","P42658",0.13,0.347,"ONCOLOGY",1,"1804"
"OID21381",4.25608724231568,"VMO1","Q7Z5L0",0.14,1.2,"ONCOLOGY",1,"284013"
"OID21343",-2.5850110880002,"RTBDN","Q9BSG5",0.03,0.6776,"ONCOLOGY",1,"83546"
"OID21353",-3.1356171833752,"SMAD5","Q99717",0.06,0.3871,"ONCOLOGY",1,"4090"
"OID21204",0.326730263797095,"MAVS","Q7Z434",0.24,1.223,"ONCOLOGY",1,"57506"
"OID21207",-0.114400613618598,"FES","P07332",0.89,0.5137,"ONCOLOGY",1,"2242"
"OID21187",8.59133859987685,"RRM2","P31350",0.09,0.4993,"ONCOLOGY",1,"6241"
"OID21478",-2.19405061702417,"FGFR2","P21802",0.04,0.5096,"ONCOLOGY",1,"2263"
"OID21182",0.132927142321307,"CAMKK1","Q8N5S9",0.6,0.8536,"ONCOLOGY",1,"84254"
"OID21492",0.385101186620768,"MANSC1","Q9H8J5",0.03,0.2699,"ONCOLOGY",1,"54682"
"OID21213",-1.3866529081325,"IKZF2","Q9UKS7",0.97,0.9682,"ONCOLOGY",1,"22807"
"OID21397",0.898768296305275,"EPS8L2","Q9H6S3",0.04,0.3047,"ONCOLOGY",1,"64787"
"OID21391",-3.72771515111284,"KLK4","Q9Y5K2",0.03,0.5592,"ONCOLOGY",1,"9622"
"OID21272",-0.505398335169556,"FLT3","P36888",0.95,0.9282,"ONCOLOGY",1,"2322"
"OID21330",-4.49045349703172,"GFRA2","O00451",0.08,0.2015,"ONCOLOGY",1,"2675"
"OID21263",-0.830477973958993,"GCG","P01275",0.48,1.0434,"ONCOLOGY",1,"2641"
"OID21181",-1.06590737006358,"MAGED1","Q9Y5V3",0.74,0.2155,"ONCOLOGY",1,"9500"
"OID21282",2.49751079957913,"CDHR2","Q9BYE9",0.07,0.6878,"ONCOLOGY",1,"54825"
"OID21318",-2.63350835634926,"CDNF","Q49AH0",0.15,0.6139,"ONCOLOGY",1,"441549"
"OID21235",0.328400787127509,"NPTN","Q9Y639",0.88,1.2749,"ONCOLOGY",1,"27020"
"OID21244",1.53792319115154,"AKR1B1","P15121",0.36,0.8586,"ONCOLOGY",1,"231"
"OID21164",-1.02350809233476,"VTCN1","Q7Z7D3",0.86,0.5327,"ONCOLOGY",1,"79679"
"OID21165",4.62074674484065,"SFTPA1","Q8IWL2",0.5,0.2936,"ONCOLOGY",1,"653509"
"OID21296",5.67341964606802,"KRT18","P05783",0.04,0.1281,"ONCOLOGY",1,"3875"
"OID21378",-4.99803747847522,"MUC16","Q8WXI7",0.47,2.4159,"ONCOLOGY",1,"94025"
"OID21383",-0.505224297032056,"ALPP","P05187",0.03,0.7171,"ONCOLOGY",1,"250"
"OID21224",1.73716795490563,"NDUFS6","O75380",0.26,1.8526,"ONCOLOGY",1,"4726"
"OID21362",-0.792151662821544,"OPTC","Q9UBM4",0.1,1.1764,"ONCOLOGY",1,"26254"
"OID21367",1.80248633134429,"USO1","O60763",0.53,2.166,"ONCOLOGY",1,"8615"
"OID21349",-4.67832851552755,"DTX3","Q8N9I9",0.04,0.3359,"ONCOLOGY",1,"196403"
"OID21210",-0.445736722573234,"LSM1","O15116",0.91,0.4753,"ONCOLOGY",1,"27257"
"OID21309",4.78539303671864,"GRPEL1","Q9HAV7",0.03,0.1647,"ONCOLOGY",1,"80273"
"OID21472",-2.49444715933243,"CD33","P20138",0.18,0.7069,"ONCOLOGY",1,"945"
"OID21429",9.35044671011697,"LRIG1","Q96JA1",0.03,0.3621,"ONCOLOGY",1,"26018"
"OID21479",-1.59342116566216,"CPXM1","Q96SM3",0.1,-0.0286,"ONCOLOGY",1,"56265"
"OID21491",2.29587681060205,"FLT4","P35916",0.04,0.651,"ONCOLOGY",1,"2324"
"OID21320",1.10863958501632,"KIFBP","Q96EK5",0.32,1.1187,"ONCOLOGY",1,"26128"
"OID21433",1.58483372363652,"HBQ1","P09105",0.12,0.3565,"ONCOLOGY",1,"3049"
"OID21231",2.46881506265978,"GNE","Q9Y223",0.56,1.0049,"ONCOLOGY",1,"10020"
"OID21172",3.99504245549867,"PQBP1","O60828",0.41,1.2608,"ONCOLOGY",1,"10084"
"OID21289",-3.02339849035926,"SEZ6L2","Q6UXD5",0.06,0.2782,"ONCOLOGY",1,"26470"
"OID21283",3.96140561408801,"POLR2F","P61218",0.05,0.3892,"ONCOLOGY",1,"5435"
"OID21161",1.46894701236335,"SCP2","P22307",0.72,0.7926,"ONCOLOGY",1,"6342"
"OID21287",0.973573055502513,"AIFM1","O95831",0.34,0.8552,"ONCOLOGY",1,"9131"
"OID21439",-6.67020193396393,"MMP12","P39900",0.03,0.4132,"ONCOLOGY",1,"4321"
"OID21458",-6.34777110324322,"NCS1","P62166",0.04,0.7201,"ONCOLOGY",1,"23413"
"OID21201",-1.81343474299009,"KLK12","Q9UKR0",0.65,0.9455,"ONCOLOGY",1,"43849"
"OID21199",0.646435397424217,"BTC","P35070",0.82,0.5654,"ONCOLOGY",1,"685"
"OID21260",-1.67839302229652,"ENTPD2","Q9Y5L3",0.28,-0.2017,"ONCOLOGY",1,"954"
"OID21162",2.28758265939768,"ANKRD54","Q6NXT1",0.31,0.7411,"ONCOLOGY",1,"129138"
"OID21234",1.98327255390537,"AIF1","P55008",0.76,1.1315,"ONCOLOGY",1,"199"
"OID21424",-1.23375213705053,"RTN4R","Q9BZR6",0.03,1.269,"ONCOLOGY",1,"65078"
"OID21417",-0.0402461547811344,"CA9","Q16790",0.03,0.4103,"ONCOLOGY",1,"768"
"OID21208",1.33804587850382,"NTF4","P34130",0.88,0.2862,"ONCOLOGY",1,"4909"
"OID21227",4.67919137561558,"NAMPT","P43490",0.19,2.083,"ONCOLOGY",1,"10135"
"OID21245",0.463836821426351,"CEACAM3","P40198",0.96,0.934,"ONCOLOGY",1,"1084"
"OID21274",-4.38308394848856,"IGF1R","P08069",0.03,-0.7789,"ONCOLOGY",1,"3480"
"OID21306",-1.54214410915223,"CALB1","P05937",0.04,0.4875,"ONCOLOGY",1,"793"
"OID21363",2.42299188412975,"DNAJB1","P25685",0.05,0.6204,"ONCOLOGY",1,"3337"
"OID21412",-4.13081360929974,"ANGPTL7","O43827",0.03,0.2724,"ONCOLOGY",1,"10218"
"OID21280",1.34994188965361,"ABL1","P00519",0.04,0.5313,"ONCOLOGY",1,"25"
"OID21395",0.523227799445306,"HAO1","Q9UJM8",0.03,0.1489,"ONCOLOGY",1,"54363"
"OID21423",5.43790331899727,"GALNT2","Q10471",0.03,-0.0726,"ONCOLOGY",1,"2590"
"OID21266",-3.25083263817073,"HPGDS","O60760",0.9,0.414,"ONCOLOGY",1,"27306"
"OID21238",0.574404575008674,"CDC27","P30260",0.54,0.7188,"ONCOLOGY",1,"996"
"OID21356",-0.521773563952107,"PFKFB2","O60825",0.03,0.1561,"ONCOLOGY",1,"5208"
"OID21248",1.2209304308723,"LHB","P01229",0.41,1.671,"ONCOLOGY",1,"3972"
"OID21520",-5.68043808824507,"ERBB2","P04626",0.03,0.7019,"ONCOLOGY",1,"2064"
"OID21304",1.81082879211894,"PSMD9","O00233",0.03,0.6757,"ONCOLOGY",1,"5715"
"OID21333",-0.9742600892377,"LRRC25","Q8N386",0.04,0.9896,"ONCOLOGY",1,"126364"
"OID21357",1.14016632483912,"AREG","P15514",0.03,0.9041,"ONCOLOGY",1,"374"
"OID21511",0.771746481771193,"SPARC","P09486",0.04,0.1071,"ONCOLOGY",1,"6678"
"OID21229",1.41876387783306,"SUGT1","Q9Y2Z0",0.33,1.1199,"ONCOLOGY",1,"10910"
"OID21524",2.00681837030578,"VEGFC","P49767",0.04,2.1311,"ONCOLOGY",1,"7424"
"OID21302",1.83474775855874,"RP2","O75695",0.2,0.4832,"ONCOLOGY",1,"6102"
"OID21180",0.0835727373668197,"SMAD1","Q15797",0.54,0.3832,"ONCOLOGY",1,"4086"
"OID21377",0.20766562033896,"GALNT7","Q86SF2",0.03,0.9082,"ONCOLOGY",1,"51809"
"OID21499",-4.78049551076293,"KLK1","P06870",0.33,2.9441,"ONCOLOGY",1,"3816"
"OID21368",-3.3549279284742,"CCN1","O00622",0.03,0.5723,"ONCOLOGY",1,"3491"
"OID21521",0.536885463247171,"SRC","P12931",0.19,0.8123,"ONCOLOGY",1,"6714"
"OID21525",0.827698625780232,"DLL1","O00548",0.03,1.2276,"ONCOLOGY",1,"28514"
"OID21220",0.744201243311598,"TBL1X","O60907",0.67,1.3766,"ONCOLOGY",1,"6907"
"OID21189",2.53837595358967,"UXS1","Q8NBZ7",0.08,0.4244,"ONCOLOGY",1,"80146"
"OID21188",3.00257266081268,"ADCYAP1R1","P41586",0.22,0.6108,"ONCOLOGY",1,"117"
"OID21531",-3.12155804396714,"MIA","Q16674",0.04,0.2318,"ONCOLOGY",1,"8190"
"OID21346",2.48612142563629,"RET","P07949",0.03,-0.4301,"ONCOLOGY",1,"5979"
"OID21355",0.766073373540648,"VPS37A","Q8NEZ2",0.28,0.6683,"ONCOLOGY",1,"137492"
"OID21270",1.09444057685978,"TPMT","P51580",0.11,0.9566,"ONCOLOGY",1,"7172"
"OID21451",-3.06300613856381,"EDA2R","Q9HAV5",0.04,1.3131,"ONCOLOGY",1,"60401"
"OID21292",1.40940552284539,"LAT2","Q9GZY6",0.04,0.594,"ONCOLOGY",1,"7462"
"OID21461",2.12463239328331,"SMOC1","Q9H4F8",0.04,0.6706,"ONCOLOGY",1,"64093"
"OID21167",-1.21368675505211,"NINJ1","Q92982",0.85,0.7385,"ONCOLOGY",1,"4814"
"OID21400",-1.0257844585317,"SCG2","P13521",0.03,0.3196,"ONCOLOGY",1,"7857"
"OID21166",1.87486843573258,"RAD23B","P54727",0.27,1.1996,"ONCOLOGY",1,"5887"
"OID21460",-6.19604805892792,"DSG3","P32926",0.03,0.2946,"ONCOLOGY",1,"1830"
"OID21523",-0.820385895012074,"KLK10","O43240",0.09,1.2824,"ONCOLOGY",1,"5655"
"OID21452",3.37366720851725,"LTA4H","P09960",0.94,0.9897,"ONCOLOGY",1,"4048"
"OID21420",0.394017966810414,"PVALB","P20472",0.08,1.7111,"ONCOLOGY",1,"5816"
"OID21498",3.94396717899667,"NT5E","P21589",0.03,0.8929,"ONCOLOGY",1,"4907"
"OID21462",-2.73059555489284,"WFDC12","Q8WWY7",0.61,1.6218,"ONCOLOGY",1,"128488"
"OID21506",1.32066245373331,"SNAP29","O95721",0.03,0.4237,"ONCOLOGY",1,"9342"
"OID21463",-4.37886767179517,"ANGPT2","O15123",0.04,0.7506,"ONCOLOGY",1,"285"
"OID21530",-3.9610621463736,"LYPD3","O95274",0.04,0.2949,"ONCOLOGY",1,"27076"
"OID21202",2.34859947346901,"ARHGAP1","Q07960",0.07,0.7123,"ONCOLOGY",1,"392"
"OID21422",-1.61325916149303,"HAVCR1","Q96D42",0.04,0.1091,"ONCOLOGY",1,"26762"
"OID21507",-3.50600777894739,"FGFBP1","Q14512",0.03,0.7362,"ONCOLOGY",1,"9982"
"OID21243",0.972737738601828,"AGR3","Q8TD06",0.66,0.8805,"ONCOLOGY",1,"155465"
"OID21496",-0.0350797415669246,"TEK","Q02763",0.03,0.3183,"ONCOLOGY",1,"7010"
"OID21445",1.26434848539832,"ARG1","P05089",0.05,1.2471,"ONCOLOGY",1,"383"
"OID21178",3.44383263752789,"ATP6AP2","O75787",0.69,0.584,"ONCOLOGY",1,"10159"
"OID21214",0.69422004404846,"SLAMF8","Q9P0V8",0.08,0.2268,"ONCOLOGY",1,"56833"
"OID21271",-1.21345667191484,"FOXO3","O43524",0.92,1.8436,"ONCOLOGY",1,"2309"
"OID21193",3.98436540637062,"FCRLB","Q6BAA4",0.09,0.1776,"ONCOLOGY",1,"127943"
